exp	dist_thr	count_thr	contacts_tot	contacts_preprocessed	contacts_filtered	alpha
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	5000000	0.05	92708189	0	0	optimal
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	5000000	0.05	92708189	0	0	0.05
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	5000000	0.1	92708189	0	0	optimal
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	5000000	0.1	92708189	0	0	0.05
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	5000000	0.25	92708189	0	0	optimal
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	5000000	0.25	92708189	0	0	0.05
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	50000000	0	92708189	191111864	7104651	optimal
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	50000000	0	92708189	191111864	45091	0.05
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	50000000	0.01	92708189	0	0	optimal
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	50000000	0.01	92708189	0	0	0.05
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	50000000	0.05	92708189	0	0	optimal
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	50000000	0.05	92708189	0	0	0.05
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	50000000	0.1	92708189	0	0	optimal
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	50000000	0.1	92708189	0	0	0.05
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	50000000	0.25	92708189	0	0	optimal
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	50000000	0.25	92708189	0	0	0.05
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	10000000	0	92708189	154272325	6946643	optimal
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	10000000	0	92708189	154272325	11171	0.05
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	10000000	0.01	92708189	0	0	optimal
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	10000000	0.01	92708189	0	0	0.05
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	10000000	0.05	92708189	0	0	optimal
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	10000000	0.05	92708189	0	0	0.05
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	10000000	0.1	92708189	0	0	optimal
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	10000000	0.1	92708189	0	0	0.05
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	10000000	0.25	92708189	0	0	optimal
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	10000000	0.25	92708189	0	0	0.05
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	100000000	0	92708189	196915317	7728319	optimal
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	100000000	0	92708189	196915317	24727	0.05
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	100000000	0.01	92708189	0	0	optimal
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	100000000	0.01	92708189	0	0	0.05
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	100000000	0.05	92708189	0	0	optimal
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	100000000	0.05	92708189	0	0	0.05
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	100000000	0.1	92708189	0	0	optimal
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	100000000	0.1	92708189	0	0	0.05
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	100000000	0.25	92708189	0	0	optimal
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	100000000	0.25	92708189	0	0	0.05
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	25000000	0	92708189	187938336	7468607	optimal
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	25000000	0	92708189	187938336	19263	0.05
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	25000000	0.01	92708189	0	0	optimal
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	25000000	0.01	92708189	0	0	0.05
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	25000000	0.05	92708189	0	0	optimal
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	25000000	0.05	92708189	0	0	0.05
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	25000000	0.1	92708189	0	0	optimal
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	25000000	0.1	92708189	0	0	0.05
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	25000000	0.25	92708189	0	0	optimal
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	25000000	0.25	92708189	0	0	0.05
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	5000000	0	92708189	131116390	6318691	optimal
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	5000000	0	92708189	131116390	6784	0.05
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	5000000	0.01	92708189	0	0	optimal
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	5000000	0.01	92708189	0	0	0.05
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	5000000	0.05	92708189	0	0	optimal
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	5000000	0.05	92708189	0	0	0.05
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	5000000	0.1	92708189	0	0	optimal
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	5000000	0.1	92708189	0	0	0.05
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	5000000	0.25	92708189	0	0	optimal
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	5000000	0.25	92708189	0	0	0.05
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	50000000	0	92708189	191111864	7601456	optimal
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	50000000	0	92708189	191111864	22276	0.05
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	50000000	0.01	92708189	0	0	optimal
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	50000000	0.01	92708189	0	0	0.05
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	50000000	0.05	92708189	0	0	optimal
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	50000000	0.05	92708189	0	0	0.05
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	50000000	0.1	92708189	0	0	optimal
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	50000000	0.1	92708189	0	0	0.05
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	50000000	0.25	92708189	0	0	optimal
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	50000000	0.25	92708189	0	0	0.05
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	10000000	0	146226130	192372494	10649732	optimal
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	10000000	0	146226130	192372494	26039	0.05
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	10000000	0.01	146226130	0	0	optimal
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	10000000	0.01	146226130	0	0	0.05
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	10000000	0.05	146226130	0	0	optimal
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	10000000	0.05	146226130	0	0	0.05
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	10000000	0.1	146226130	0	0	optimal
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	10000000	0.1	146226130	0	0	0.05
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	10000000	0.25	146226130	0	0	optimal
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	10000000	0.25	146226130	0	0	0.05
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	100000000	0	146226130	254004860	12725029	optimal
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	100000000	0	146226130	254004860	55526	0.05
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	100000000	0.01	146226130	0	0	optimal
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	100000000	0.01	146226130	0	0	0.05
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	100000000	0.05	146226130	0	0	optimal
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	100000000	0.05	146226130	0	0	0.05
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	100000000	0.1	146226130	0	0	optimal
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	100000000	0.1	146226130	0	0	0.05
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	100000000	0.25	146226130	0	0	optimal
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	100000000	0.25	146226130	0	0	0.05
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	25000000	0	146226130	230766982	12562172	optimal
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	25000000	0	146226130	230766982	42194	0.05
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	25000000	0.01	146226130	0	0	optimal
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	25000000	0.01	146226130	0	0	0.05
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	25000000	0.05	146226130	0	0	optimal
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	25000000	0.05	146226130	0	0	0.05
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	25000000	0.1	146226130	0	0	optimal
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	25000000	0.1	146226130	0	0	0.05
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	25000000	0.25	146226130	0	0	optimal
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	25000000	0.25	146226130	0	0	0.05
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	5000000	0	146226130	159770362	8474434	optimal
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	5000000	0	146226130	159770362	17451	0.05
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	5000000	0.01	146226130	0	0	optimal
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	5000000	0.01	146226130	0	0	0.05
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	5000000	0.05	146226130	0	0	optimal
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	5000000	0.05	146226130	0	0	0.05
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	5000000	0.1	146226130	0	0	optimal
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	5000000	0.1	146226130	0	0	0.05
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	5000000	0.25	146226130	0	0	optimal
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	5000000	0.25	146226130	0	0	0.05
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	50000000	0	146226130	239232764	12300179	optimal
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	50000000	0	146226130	239232764	50081	0.05
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	50000000	0.01	146226130	0	0	optimal
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	50000000	0.01	146226130	0	0	0.05
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	50000000	0.05	146226130	0	0	optimal
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	50000000	0.05	146226130	0	0	0.05
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	50000000	0.1	146226130	0	0	optimal
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	50000000	0.1	146226130	0	0	0.05
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	50000000	0.25	146226130	0	0	optimal
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	50000000	0.25	146226130	0	0	0.05
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	10000000	0	146226130	192372494	10265787	optimal
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	10000000	0	146226130	192372494	10705	0.05
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	10000000	0.01	146226130	0	0	optimal
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	10000000	0.01	146226130	0	0	0.05
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	10000000	0.05	146226130	0	0	optimal
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	10000000	0.05	146226130	0	0	0.05
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	10000000	0.1	146226130	0	0	optimal
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	10000000	0.1	146226130	0	0	0.05
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	10000000	0.25	146226130	0	0	optimal
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	10000000	0.25	146226130	0	0	0.05
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	100000000	0	146226130	254004860	12680132	optimal
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	100000000	0	146226130	254004860	30303	0.05
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	100000000	0.01	146226130	0	0	optimal
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	100000000	0.01	146226130	0	0	0.05
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	100000000	0.05	146226130	0	0	optimal
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	100000000	0.05	146226130	0	0	0.05
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	100000000	0.1	146226130	0	0	optimal
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	100000000	0.1	146226130	0	0	0.05
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	100000000	0.25	146226130	0	0	optimal
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	100000000	0.25	146226130	0	0	0.05
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	25000000	0	146226130	230766982	11931387	optimal
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	25000000	0	146226130	230766982	19724	0.05
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	25000000	0.01	146226130	0	0	optimal
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	25000000	0.01	146226130	0	0	0.05
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	25000000	0.05	146226130	0	0	optimal
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	25000000	0.05	146226130	0	0	0.05
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	25000000	0.1	146226130	0	0	optimal
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	25000000	0.1	146226130	0	0	0.05
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	25000000	0.25	146226130	0	0	optimal
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	25000000	0.25	146226130	0	0	0.05
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	5000000	0	146226130	159770362	8812628	optimal
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	5000000	0	146226130	159770362	5837	0.05
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	5000000	0.01	146226130	0	0	optimal
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	5000000	0.01	146226130	0	0	0.05
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	5000000	0.05	146226130	0	0	optimal
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	5000000	0.05	146226130	0	0	0.05
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	5000000	0.1	146226130	0	0	optimal
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	5000000	0.1	146226130	0	0	0.05
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	5000000	0.25	146226130	0	0	optimal
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	5000000	0.25	146226130	0	0	0.05
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	50000000	0	146226130	239232764	12106597	optimal
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	50000000	0	146226130	239232764	25293	0.05
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	50000000	0.01	146226130	0	0	optimal
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	50000000	0.01	146226130	0	0	0.05
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	50000000	0.05	146226130	0	0	optimal
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	50000000	0.05	146226130	0	0	0.05
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	50000000	0.1	146226130	0	0	optimal
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	50000000	0.1	146226130	0	0	0.05
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	50000000	0.25	146226130	0	0	optimal
GM_set3_bio1_tec1_4DNFIMC4GWKO_10kb	50000000	0.25	146226130	0	0	0.05
