CMDLINE /home/stefano/anaconda3/envs/gt/bin/python3.10 memory_benchmark.py
MEM 505.734375 1696239004.7432
MEM 468.597656 1696239004.8440
MEM 468.847656 1696239004.9447
MEM 468.972656 1696239005.0455
MEM 469.222656 1696239005.1463
MEM 469.472656 1696239005.2471
MEM 469.597656 1696239005.3478
MEM 469.722656 1696239005.4486
MEM 469.972656 1696239005.5495
MEM 470.222656 1696239005.6503
MEM 470.347656 1696239005.7510
MEM 470.597656 1696239005.8519
MEM 470.722656 1696239005.9526
MEM 470.972656 1696239006.0534
MEM 470.972656 1696239006.1539
MEM 471.222656 1696239006.2543
MEM 471.472656 1696239006.3547
MEM 471.722656 1696239006.4551
MEM 471.847656 1696239006.5555
MEM 472.097656 1696239006.6559
MEM 472.347656 1696239006.7564
MEM 472.597656 1696239006.8568
MEM 472.722656 1696239006.9572
MEM 472.972656 1696239007.0576
MEM 473.222656 1696239007.1581
MEM 473.472656 1696239007.2586
MEM 473.597656 1696239007.3596
MEM 468.261719 1696239007.4602
MEM 482.511719 1696239007.5607
MEM 489.699219 1696239007.6612
MEM 492.460938 1696239007.7617
MEM 508.460938 1696239007.8626
MEM 515.335938 1696239007.9636
MEM 561.085938 1696239008.0644
MEM 541.457031 1696239008.1654
MEM 540.457031 1696239008.2663
MEM 481.687500 1696239008.3669
MEM 496.937500 1696239008.4677
MEM 504.332031 1696239008.5685
MEM 509.707031 1696239008.6693
MEM 511.707031 1696239008.7701
MEM 511.832031 1696239008.8709
MEM 514.582031 1696239008.9716
MEM 514.832031 1696239009.0728
MEM 515.082031 1696239009.1735
MEM 515.207031 1696239009.2744
MEM 515.457031 1696239009.3750
MEM 515.582031 1696239009.4756
MEM 515.832031 1696239009.5762
MEM 516.082031 1696239009.6771
MEM 516.207031 1696239009.7778
MEM 516.457031 1696239009.8786
MEM 516.707031 1696239009.9793
MEM 516.832031 1696239010.0801
MEM 517.082031 1696239010.1809
MEM 517.207031 1696239010.2817
MEM 517.457031 1696239010.3824
MEM 517.707031 1696239010.4831
MEM 517.832031 1696239010.5839
MEM 518.082031 1696239010.6846
MEM 518.332031 1696239010.7854
MEM 518.457031 1696239010.8862
MEM 518.707031 1696239010.9870
MEM 518.832031 1696239011.0876
MEM 518.957031 1696239011.1882
MEM 519.207031 1696239011.2887
MEM 519.332031 1696239011.3894
MEM 519.582031 1696239011.4903
MEM 519.832031 1696239011.5910
MEM 519.957031 1696239011.6917
MEM 520.207031 1696239011.7923
MEM 513.925781 1696239011.8930
MEM 513.925781 1696239011.9936
MEM 513.925781 1696239012.0944
MEM 513.925781 1696239012.1951
MEM 514.550781 1696239012.2959
MEM 521.476562 1696239012.3966
MEM 550.851562 1696239012.4973
MEM 567.226562 1696239012.5983
MEM 494.312500 1696239012.6989
MEM 494.312500 1696239012.7997
MEM 494.312500 1696239012.9004
MEM 494.312500 1696239013.0013
MEM 440.765625 1696239013.1021
MEM 462.671875 1696239013.2029
MEM 481.296875 1696239013.3037
MEM 481.296875 1696239013.4043
MEM 501.640625 1696239013.5051
MEM 504.949219 1696239013.6058
MEM 507.449219 1696239013.7064
MEM 507.574219 1696239013.8072
