Dataset	Cell line	Method	Interaction type	Jaccard Index
Rao	GM12878	HIPPIE	trans	0.228
Rao	GM12878	HIPPIE	trans	0.201
Rao	GM12878	HIPPIE	trans	0.223
Rao	GM12878	HIPPIE	trans	0.235
Rao	GM12878	HIPPIE	trans	0.197
Rao	GM12878	HIPPIE	trans	0.245
Rao	GM12878	HIPPIE	trans	0.264
Rao	GM12878	HIPPIE	trans	0.078
Rao	GM12878	HIPPIE	trans	0.162
Rao	GM12878	HIPPIE	trans	0.091
Rao	GM12878	HIPPIE	trans	0.113
Rao	GM12878	HIPPIE	trans	0.267
Rao	GM12878	HIPPIE	trans	0.094
Rao	GM12878	HIPPIE	trans	0.104
Rao	GM12878	HIPPIE	trans	0.113
Rao	GM12878	HIPPIE	trans	0.185
Rao	GM12878	HIPPIE	trans	0.190
Rao	GM12878	HIPPIE	trans	0.203
Rao	GM12878	HIPPIE	trans	0.226
Rao	GM12878	HIPPIE	trans	0.266
Rao	GM12878	HIPPIE	trans	0.194
Rao	GM12878	HIPPIE	trans	0.209
Rao	GM12878	HIPPIE	trans	0.213
Rao	GM12878	HIPPIE	trans	0.177
Rao	GM12878	HIPPIE	trans	0.244
Rao	GM12878	HIPPIE	trans	0.172
Rao	GM12878	HIPPIE	trans	0.245
Rao	GM12878	HIPPIE	trans	0.234
Rao	GM12878	HIPPIE	trans	0.145
Rao	GM12878	HIPPIE	trans	0.232
Rao	GM12878	HIPPIE	trans	0.235
Rao	GM12878	HIPPIE	trans	0.232
Rao	GM12878	HIPPIE	trans	0.078
Rao	GM12878	HIPPIE	trans	0.178
Rao	GM12878	HIPPIE	trans	0.102
Rao	GM12878	HIPPIE	trans	0.152
Rao	GM12878	HIPPIE	trans	0.115
Rao	GM12878	HIPPIE	trans	0.139
Rao	GM12878	HIPPIE	trans	0.257
Rao	GM12878	HIPPIE	trans	0.106
Rao	GM12878	HIPPIE	trans	0.119
Rao	GM12878	HIPPIE	trans	0.124
Rao	GM12878	HIPPIE	trans	0.221
Rao	GM12878	HIPPIE	trans	0.166
Rao	GM12878	HIPPIE	trans	0.094
Rao	GM12878	HIPPIE	trans	0.095
Rao	GM12878	HIPPIE	trans	0.133
Rao	GM12878	HIPPIE	trans	0.114
Rao	GM12878	HIPPIE	trans	0.133
Rao	GM12878	HIPPIE	trans	0.207
Rao	GM12878	HIPPIE	trans	0.097
Rao	GM12878	HIPPIE	trans	0.108
Rao	GM12878	HIPPIE	trans	0.116
Rao	GM12878	HIPPIE	trans	0.160
Rao	GM12878	HIPPIE	trans	0.140
Rao	GM12878	HIPPIE	trans	0.090
Rao	GM12878	HIPPIE	trans	0.279
Rao	GM12878	HIPPIE	trans	0.170
Rao	GM12878	HIPPIE	trans	0.224
Rao	GM12878	HIPPIE	trans	0.196
Rao	GM12878	HIPPIE	trans	0.220
Rao	GM12878	HIPPIE	trans	0.281
Rao	GM12878	HIPPIE	trans	0.175
Rao	GM12878	HIPPIE	trans	0.185
Rao	GM12878	HIPPIE	trans	0.199
Rao	GM12878	HIPPIE	trans	0.196
Rao	GM12878	HIPPIE	trans	0.225
Rao	GM12878	HIPPIE	trans	0.166
Rao	GM12878	HIPPIE	trans	0.224
Rao	GM12878	HIPPIE	trans	0.191
Rao	GM12878	HIPPIE	trans	0.071
Rao	GM12878	HIPPIE	trans	0.114
Rao	GM12878	HIPPIE	trans	0.086
Rao	GM12878	HIPPIE	trans	0.109
Rao	GM12878	HIPPIE	trans	0.228
Rao	GM12878	HIPPIE	trans	0.084
Rao	GM12878	HIPPIE	trans	0.092
Rao	GM12878	HIPPIE	trans	0.093
Rao	GM12878	HIPPIE	trans	0.230
Rao	GM12878	HIPPIE	trans	0.158
Rao	GM12878	HIPPIE	trans	0.071
Rao	GM12878	HIPPIE	trans	0.251
Rao	GM12878	HIPPIE	trans	0.220
Rao	GM12878	HIPPIE	trans	0.190
Rao	GM12878	HIPPIE	trans	0.053
Rao	GM12878	HIPPIE	trans	0.092
Rao	GM12878	HIPPIE	trans	0.068
Rao	GM12878	HIPPIE	trans	0.080
Rao	GM12878	HIPPIE	trans	0.214
Rao	GM12878	HIPPIE	trans	0.064
Rao	GM12878	HIPPIE	trans	0.076
Rao	GM12878	HIPPIE	trans	0.076
Rao	GM12878	HIPPIE	trans	0.225
Rao	GM12878	HIPPIE	trans	0.138
Rao	GM12878	HIPPIE	trans	0.057
Rao	GM12878	HIPPIE	trans	0.254
Rao	GM12878	HIPPIE	trans	0.188
Rao	GM12878	HIPPIE	trans	0.165
Rao	GM12878	HIPPIE	trans	0.417
Rao	IMR90	HIPPIE	trans	0.257
Rao	IMR90	HIPPIE	trans	0.049
Rao	IMR90	HIPPIE	trans	0.050
Rao	IMR90	HIPPIE	trans	0.152
Rao	IMR90	HIPPIE	trans	0.167
Rao	IMR90	HIPPIE	trans	0.184
Rao	IMR90	HIPPIE	trans	0.199
Rao	IMR90	HIPPIE	trans	0.236
Rao	IMR90	HIPPIE	trans	0.092
Rao	IMR90	HIPPIE	trans	0.263
Rao	IMR90	HIPPIE	trans	0.136
Rao	IMR90	HIPPIE	trans	0.150
Rao	IMR90	HIPPIE	trans	0.042
Rao	IMR90	HIPPIE	trans	0.119
Rao	IMR90	HIPPIE	trans	0.157
Rao	IMR90	HIPPIE	trans	0.140
Rao	IMR90	HIPPIE	trans	0.149
Rao	IMR90	HIPPIE	trans	0.036
Rao	IMR90	HIPPIE	trans	0.105
Rao	IMR90	HIPPIE	trans	0.139
Rao	IMR90	HIPPIE	trans	0.193
Dixon 2012	H1-hESC	HOMER	cis	0.028
Dixon 2012	IMR90	HOMER	cis	0.280
Dixon 2012	H1-hESC	HOMER	trans	0.026
Dixon 2012	IMR90	HOMER	trans	0.295
Dixon 2015	H1-hESC	HOMER	cis	0.044
Dixon 2015	H1-hESC	HOMER	trans	0.187
Jin	IMR90	HOMER	cis	0.051
Jin	IMR90	HOMER	cis	0.012
Jin	IMR90	HOMER	cis	0.011
Jin	IMR90	HOMER	cis	0.007
Jin	IMR90	HOMER	cis	0.005
Jin	IMR90	HOMER	cis	0.027
Jin	IMR90	HOMER	cis	0.004
Jin	IMR90	HOMER	cis	0.003
Jin	IMR90	HOMER	cis	0.020
Jin	IMR90	HOMER	cis	0.037
Jin	IMR90	HOMER	cis	0.005
Jin	IMR90	HOMER	cis	0.004
Jin	IMR90	HOMER	cis	0.025
Jin	IMR90	HOMER	cis	0.025
Jin	IMR90	HOMER	cis	0.025
Jin	IMR90	HOMER	trans	0.188
Jin	IMR90	HOMER	trans	0.093
Jin	IMR90	HOMER	trans	0.059
Jin	IMR90	HOMER	trans	0.171
Jin	IMR90	HOMER	trans	0.122
Jin	IMR90	HOMER	trans	0.328
Jin	IMR90	HOMER	trans	0.152
Jin	IMR90	HOMER	trans	0.200
Jin	IMR90	HOMER	trans	0.220
Jin	IMR90	HOMER	trans	0.410
Jin	IMR90	HOMER	trans	0.081
Jin	IMR90	HOMER	trans	0.065
Jin	IMR90	HOMER	trans	0.189
Jin	IMR90	HOMER	trans	0.243
Jin	IMR90	HOMER	trans	0.222
Lieberman-Aiden	GM06990	HOMER	cis	0.060
Lieberman-Aiden	GM06990	HOMER	cis	0.068
Lieberman-Aiden	GM06990	HOMER	cis	0.140
Lieberman-Aiden	GM06990	HOMER	cis	0.209
Lieberman-Aiden	GM06990	HOMER	cis	0.102
Lieberman-Aiden	GM06990	HOMER	cis	0.122
Lieberman-Aiden	GM06990	HOMER	trans	0.001
Lieberman-Aiden	GM06990	HOMER	trans	0.001
Lieberman-Aiden	GM06990	HOMER	trans	0.068
Lieberman-Aiden	GM06990	HOMER	trans	0.006
Lieberman-Aiden	GM06990	HOMER	trans	0.002
Lieberman-Aiden	GM06990	HOMER	trans	0.006
Rao	GM12878	HOMER	cis	0.007
Rao	GM12878	HOMER	cis	0.058
Rao	GM12878	HOMER	cis	0.008
Rao	GM12878	HOMER	cis	0.055
Rao	GM12878	HOMER	cis	0.009
Rao	GM12878	HOMER	cis	0.050
Rao	GM12878	HOMER	cis	0.006
Rao	GM12878	HOMER	cis	0.005
Rao	GM12878	HOMER	cis	0.006
Rao	GM12878	HOMER	cis	0.008
Rao	GM12878	HOMER	cis	0.036
Rao	GM12878	HOMER	cis	0.006
Rao	GM12878	HOMER	cis	0.032
Rao	GM12878	HOMER	cis	0.032
Rao	GM12878	HOMER	cis	0.005
Rao	GM12878	HOMER	cis	0.036
Rao	GM12878	HOMER	cis	0.006
Rao	GM12878	HOMER	cis	0.031
Rao	GM12878	HOMER	cis	0.033
Rao	GM12878	HOMER	cis	0.005
Rao	GM12878	HOMER	cis	0.025
Rao	GM12878	HOMER	cis	0.055
Rao	GM12878	HOMER	cis	0.007
Rao	GM12878	HOMER	cis	0.048
Rao	GM12878	HOMER	cis	0.048
Rao	GM12878	HOMER	cis	0.007
Rao	GM12878	HOMER	cis	0.032
Rao	GM12878	HOMER	cis	0.034
Rao	GM12878	HOMER	cis	0.002
Rao	GM12878	HOMER	cis	0.002
Rao	GM12878	HOMER	cis	0.002
Rao	GM12878	HOMER	cis	0.002
Rao	GM12878	HOMER	cis	0.002
Rao	GM12878	HOMER	cis	0.002
Rao	GM12878	HOMER	cis	0.001
Rao	GM12878	HOMER	cis	0.002
Rao	GM12878	HOMER	cis	0.010
Rao	GM12878	HOMER	cis	0.006
Rao	GM12878	HOMER	cis	0.011
Rao	GM12878	HOMER	cis	0.011
Rao	GM12878	HOMER	cis	0.005
Rao	GM12878	HOMER	cis	0.008
Rao	GM12878	HOMER	cis	0.008
Rao	GM12878	HOMER	cis	0.010
Rao	GM12878	HOMER	cis	0.001
Rao	GM12878	HOMER	cis	0.072
Rao	GM12878	HOMER	cis	0.006
Rao	GM12878	HOMER	cis	0.056
Rao	GM12878	HOMER	cis	0.049
Rao	GM12878	HOMER	cis	0.004
Rao	GM12878	HOMER	cis	0.033
Rao	GM12878	HOMER	cis	0.033
Rao	GM12878	HOMER	cis	0.055
Rao	GM12878	HOMER	cis	0.001
Rao	GM12878	HOMER	cis	0.007
Rao	GM12878	HOMER	cis	0.008
Rao	GM12878	HOMER	cis	0.006
Rao	GM12878	HOMER	cis	0.009
Rao	GM12878	HOMER	cis	0.010
Rao	GM12878	HOMER	cis	0.010
Rao	GM12878	HOMER	cis	0.007
Rao	GM12878	HOMER	cis	0.006
Rao	GM12878	HOMER	cis	0.009
Rao	GM12878	HOMER	cis	0.003
Rao	GM12878	HOMER	cis	0.005
Rao	GM12878	HOMER	cis	0.006
Rao	GM12878	HOMER	cis	0.006
Rao	GM12878	HOMER	cis	0.005
Rao	GM12878	HOMER	cis	0.007
Rao	GM12878	HOMER	cis	0.008
Rao	GM12878	HOMER	cis	0.007
Rao	GM12878	HOMER	cis	0.005
Rao	GM12878	HOMER	cis	0.005
Rao	GM12878	HOMER	cis	0.006
Rao	GM12878	HOMER	cis	0.003
Rao	GM12878	HOMER	cis	0.005
Rao	GM12878	HOMER	cis	0.004
Rao	GM12878	HOMER	cis	0.010
Rao	GM12878	HOMER	cis	0.002
Rao	GM12878	HOMER	cis	0.003
Rao	GM12878	HOMER	cis	0.003
Rao	GM12878	HOMER	cis	0.003
Rao	GM12878	HOMER	cis	0.005
Rao	GM12878	HOMER	cis	0.002
Rao	GM12878	HOMER	cis	0.002
Rao	GM12878	HOMER	cis	0.002
Rao	GM12878	HOMER	cis	0.001
Rao	GM12878	HOMER	cis	0.002
Rao	GM12878	HOMER	cis	0.002
Rao	GM12878	HOMER	cis	0.005
Rao	GM12878	HOMER	cis	0.005
Rao	GM12878	HOMER	cis	0.004
Rao	GM12878	HOMER	cis	0.003
Rao	GM12878	HOMER	cis	0.004
Rao	GM12878	HOMER	cis	0.005
Rao	GM12878	HOMER	cis	0.007
Rao	GM12878	HOMER	cis	0.003
Rao	GM12878	HOMER	cis	0.002
Rao	GM12878	HOMER	cis	0.004
Rao	GM12878	HOMER	cis	0.002
Rao	GM12878	HOMER	cis	0.005
Rao	GM12878	HOMER	cis	0.002
Rao	GM12878	HOMER	cis	0.005
Rao	GM12878	HOMER	cis	0.005
Rao	GM12878	HOMER	cis	0.004
Rao	GM12878	HOMER	cis	0.001
Rao	GM12878	HOMER	cis	0.001
Rao	GM12878	HOMER	cis	0.001
Rao	GM12878	HOMER	cis	0.002
Rao	GM12878	HOMER	cis	0.003
Rao	GM12878	HOMER	cis	0.001
Rao	GM12878	HOMER	cis	0.001
Rao	GM12878	HOMER	cis	0.001
Rao	GM12878	HOMER	cis	0.003
Rao	GM12878	HOMER	cis	0.001
Rao	GM12878	HOMER	cis	0.001
Rao	GM12878	HOMER	cis	0.002
Rao	GM12878	HOMER	cis	0.004
Rao	GM12878	HOMER	cis	0.001
Rao	GM12878	HOMER	cis	0.006
Rao	IMR90	HOMER	cis	0.042
Rao	IMR90	HOMER	cis	0.002
Rao	IMR90	HOMER	cis	0.001
Rao	IMR90	HOMER	cis	0.033
Rao	IMR90	HOMER	cis	0.039
Rao	IMR90	HOMER	cis	0.003
Rao	IMR90	HOMER	cis	0.035
Rao	IMR90	HOMER	cis	0.040
Rao	IMR90	HOMER	cis	0.001
Rao	IMR90	HOMER	cis	0.031
Rao	IMR90	HOMER	cis	0.022
Rao	IMR90	HOMER	cis	0.023
Rao	IMR90	HOMER	cis	0.001
Rao	IMR90	HOMER	cis	0.021
Rao	IMR90	HOMER	cis	0.024
Rao	IMR90	HOMER	cis	0.022
Rao	IMR90	HOMER	cis	0.024
Rao	IMR90	HOMER	cis	0.002
Rao	IMR90	HOMER	cis	0.019
Rao	IMR90	HOMER	cis	0.019
Rao	IMR90	HOMER	cis	0.015
Rao	GM12878	HOMER	trans	0.122
Rao	GM12878	HOMER	trans	0.305
Rao	GM12878	HOMER	trans	0.172
Rao	GM12878	HOMER	trans	0.246
Rao	GM12878	HOMER	trans	0.188
Rao	GM12878	HOMER	trans	0.304
Rao	GM12878	HOMER	trans	0.082
Rao	GM12878	HOMER	trans	0.111
Rao	GM12878	HOMER	trans	0.143
Rao	GM12878	HOMER	trans	0.091
Rao	GM12878	HOMER	trans	0.135
Rao	GM12878	HOMER	trans	0.231
Rao	GM12878	HOMER	trans	0.152
Rao	GM12878	HOMER	trans	0.105
Rao	GM12878	HOMER	trans	0.167
Rao	GM12878	HOMER	trans	0.140
Rao	GM12878	HOMER	trans	0.167
Rao	GM12878	HOMER	trans	0.125
Rao	GM12878	HOMER	trans	0.111
Rao	GM12878	HOMER	trans	0.091
Rao	GM12878	HOMER	trans	0.286
Rao	GM12878	HOMER	trans	0.365
Rao	GM12878	HOMER	trans	0.273
Rao	GM12878	HOMER	trans	0.282
Rao	GM12878	HOMER	trans	0.227
Rao	GM12878	HOMER	trans	0.182
Rao	GM12878	HOMER	trans	0.280
Rao	GM12878	HOMER	trans	0.304
Rao	GM12878	HOMER	trans	0.020
Rao	GM12878	HOMER	trans	0.143
Rao	GM12878	HOMER	trans	0.034
Rao	GM12878	HOMER	trans	0.030
Rao	GM12878	HOMER	trans	0.200
Rao	GM12878	HOMER	trans	0.000
Rao	GM12878	HOMER	trans	0.000
Rao	GM12878	HOMER	trans	0.043
Rao	GM12878	HOMER	trans	0.082
Rao	GM12878	HOMER	trans	0.250
Rao	GM12878	HOMER	trans	0.143
Rao	GM12878	HOMER	trans	0.125
Rao	GM12878	HOMER	trans	0.333
Rao	GM12878	HOMER	trans	0.167
Rao	GM12878	HOMER	trans	0.200
Rao	GM12878	HOMER	trans	0.182
Rao	GM12878	HOMER	trans	0.000
Rao	GM12878	HOMER	trans	0.230
Rao	GM12878	HOMER	trans	0.081
Rao	GM12878	HOMER	trans	0.172
Rao	GM12878	HOMER	trans	0.152
Rao	GM12878	HOMER	trans	0.040
Rao	GM12878	HOMER	trans	0.105
Rao	GM12878	HOMER	trans	0.093
Rao	GM12878	HOMER	trans	0.200
Rao	GM12878	HOMER	trans	0.013
Rao	GM12878	HOMER	trans	0.040
Rao	GM12878	HOMER	trans	0.100
Rao	GM12878	HOMER	trans	0.091
Rao	GM12878	HOMER	trans	0.172
Rao	GM12878	HOMER	trans	0.118
Rao	GM12878	HOMER	trans	0.667
Rao	GM12878	HOMER	trans	0.143
Rao	GM12878	HOMER	trans	0.077
Rao	GM12878	HOMER	trans	0.167
Rao	GM12878	HOMER	trans	0.143
Rao	GM12878	HOMER	trans	0.250
Rao	GM12878	HOMER	trans	0.053
Rao	GM12878	HOMER	trans	0.060
Rao	GM12878	HOMER	trans	0.111
Rao	GM12878	HOMER	trans	0.103
Rao	GM12878	HOMER	trans	0.059
Rao	GM12878	HOMER	trans	0.600
Rao	GM12878	HOMER	trans	0.167
Rao	GM12878	HOMER	trans	0.091
Rao	GM12878	HOMER	trans	0.130
Rao	GM12878	HOMER	trans	0.200
Rao	GM12878	HOMER	trans	0.143
Rao	GM12878	HOMER	trans	0.040
Rao	GM12878	HOMER	trans	0.429
Rao	GM12878	HOMER	trans	0.102
Rao	GM12878	HOMER	trans	0.222
Rao	GM12878	HOMER	trans	0.138
Rao	GM12878	HOMER	trans	0.121
Rao	GM12878	HOMER	trans	0.286
Rao	GM12878	HOMER	trans	0.250
Rao	GM12878	HOMER	trans	0.182
Rao	GM12878	HOMER	trans	0.174
Rao	GM12878	HOMER	trans	0.000
Rao	GM12878	HOMER	trans	0.286
Rao	GM12878	HOMER	trans	0.053
Rao	GM12878	HOMER	trans	0.222
Rao	GM12878	HOMER	trans	0.286
Rao	GM12878	HOMER	trans	0.000
Rao	GM12878	HOMER	trans	0.000
Rao	GM12878	HOMER	trans	0.000
Rao	GM12878	HOMER	trans	0.000
Rao	GM12878	HOMER	trans	0.000
Rao	GM12878	HOMER	trans	0.000
Rao	GM12878	HOMER	trans	0.000
Rao	GM12878	HOMER	trans	0.000
Rao	GM12878	HOMER	trans	0.000
Rao	GM12878	HOMER	trans	0.000
Rao	GM12878	HOMER	trans	0.000
Rao	GM12878	HOMER	trans	0.000
Rao	GM12878	HOMER	trans	0.000
Rao	GM12878	HOMER	trans	0.000
Rao	IMR90	HOMER	trans	0.000
Rao	IMR90	HOMER	trans	0.000
Rao	IMR90	HOMER	trans	0.000
Rao	IMR90	HOMER	trans	0.000
Rao	IMR90	HOMER	trans	0.000
Rao	IMR90	HOMER	trans	0.000
Rao	IMR90	HOMER	trans	0.250
Rao	IMR90	HOMER	trans	0.000
Rao	IMR90	HOMER	trans	0.000
Rao	IMR90	HOMER	trans	0.500
Rao	IMR90	HOMER	trans	0.000
Rao	IMR90	HOMER	trans	0.000
Rao	IMR90	HOMER	trans	0.200
Rao	IMR90	HOMER	trans	0.143
Rao	IMR90	HOMER	trans	0.000
